targa,cliente_id,marca,modello,versione,motore,telaio,data_immatricolazione,data_revisione,note,raw_promek
ED945WY,177da1ab-2793-478f-9e67-d1984e44b933,VOLKSWAGEN,Golf 6ª serie,1.6 TDI DPF Ber. 5p/d/1598cc,"CAY,CAYC",WVWZZZ1KZBP003567,2010-10-15,2014-10-28,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 6ª serie"", ""versione_orig"": ""1.6 TDI DPF Ber. 5p/d/1598cc""}"
ED980ND,a71eab5e-01d5-425e-beab-bfa21cbe0b04,CITROËN,C4,Picasso 1.6 HDi 110 Style,"9HZ,DV6TED4",VF7UD9HZCAJ774340,2010-10-22,2018-10-20,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C4"", ""versione_orig"": ""Picasso 1.6 HDi 110 Style""}"
ED987MC,eb1ee155-a766-4809-95a2-2ee7d7f02e53,AUDI,A4,2.0 TDi,BPW,WAUZZZ8E67A049254,2006-08-09,2017-07-25,,"{""marca_orig"": ""Audi"", ""modello_orig"": ""A4"", ""versione_orig"": ""2.0 TDi""}"
ED992WY,c3fd3322-7d40-4504-8d55-7254ea63eabe,LANCIA,Ypsilon 2ª serie,1.2 Ber. 3p/b/1242cc,169A4000,ZLA84300003328591,2010-11-15,2014-11-20,,"{""marca_orig"": ""LANCIA"", ""modello_orig"": ""Ypsilon 2ª serie"", ""versione_orig"": ""1.2 Ber. 3p/b/1242cc""}"
ED997NX,86ed4619-89fc-42a9-98b6-b4fb3218e171,FIAT,Idea,1.2 16V (59Kw) Mnv 5p/b/1242cc,188A5000,ZFA35000000204153,2010-06-29,2016-06-17,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Idea"", ""versione_orig"": ""1.2 16V (59Kw) Mnv 5p/b/1242cc""}"
ED999WY,e75a0e30-d9ee-4728-ba65-2b0f56a4e760,FIAT,500,1.2,169A4000,ZFA31200000594736,2010-11-18,2016-11-14,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""500"", ""versione_orig"": ""1.2""}"
EF014JC,6c827a08-4820-4146-a30b-73186baa4dac,HONDA,CR-V 3ª serie 10-12,CR-V 2.2 i-DTEC aut. Elegance,N22B3,SHSRE6850AU014899,2010-11-24,2016-11-06,,"{""marca_orig"": ""HONDA"", ""modello_orig"": ""CR-V 3ª serie 10-12"", ""versione_orig"": ""CR-V 2.2 i-DTEC aut. Elegance""}"
EF048GW,eab22405-a6a6-4195-adae-3abc042b6ec1,OPEL,Corsa 4ª serie,Corsa 1.2 3p. Club,Z12XEP,W0L0SDL0876118734,2007-05-23,2024-02-26,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Corsa 4ª serie"", ""versione_orig"": ""Corsa 1.2 3p. Club""}"
EF145WR,56a010fc-0d27-48d6-9299-b905efa3137b,FIAT,Punto Evo,Punto Evo 1.2 5p. S&S Active,169A4000,ZFA19900001714779,2010-11-30,2021-06-01,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Punto Evo"", ""versione_orig"": ""Punto Evo 1.2 5p. S&S Active""}"
EF151GZ,a4dff739-0b6a-473c-8a87-9e9655ae13bb,BMW,Serie 6,635d 3.0,M57D306D5,WBAEA71010CV16874,2008-04-22,2018-04-16,,"{""marca_orig"": ""Bmw"", ""modello_orig"": ""Serie 6"", ""versione_orig"": ""635d 3.0""}"
EF167PP,5f1806f9-788b-4f15-91d7-9017fcbc2701,FIAT,Ducato (4ª serie),30 2.3 MJT PM-TN FRG 4p/d/2287cc,F1AE0481D,ZFA25000001863213,2010-10-20,2014-10-14,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""30 2.3 MJT PM-TN FRG 4p/d/2287cc""}"
EF202GW,989fad02-9771-48af-94e0-d3794518d6d0,VOLKSWAGEN,Golf 5ª serie,3.2 VR6 4motion R32 Ber. 5p/b/3189cc,BUB,WVWZZZ1KZ6W069855,2005-11-22,2016-04-21,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 5ª serie"", ""versione_orig"": ""3.2 VR6 4motion R32 Ber. 5p/b/3189cc""}"
EF207HW,a6c4bae0-3c83-4e6f-858a-0aaba68c8441,FIAT,Fiorino 2ª serie,Fiorino 1.4 8V Furgone Natural Power,350A1000,ZFA22500000195121,2010-11-22,2019-03-14,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Fiorino 2ª serie"", ""versione_orig"": ""Fiorino 1.4 8V Furgone Natural Power""}"
EF215DK,502b07db-13b4-4dcf-8851-49937173039e,MINI,Countryman,1.6 D,N47C16A,WMWSW11050T116415,2010-11-26,2014-12-01,,"{""marca_orig"": ""Mini"", ""modello_orig"": ""Countryman"", ""versione_orig"": ""1.6 D""}"
EF218EF,c7c20f02-50fc-4715-a3e3-307d5826d243,BMW,X1,20d 2.0 (xDrive),N47D20C,WBAVP310X0VP69977,2011-02-21,2017-08-09,,"{""marca_orig"": ""Bmw"", ""modello_orig"": ""X1"", ""versione_orig"": ""20d 2.0 (xDrive)""}"
EF228MV,eca920fe-7a24-4186-aff3-a3e063ef1141,VOLKSWAGEN,Golf 6ª serie,Golf 1.6 TDI 5p. Comf. BlueM. Tech.,"CAYC,CAY",WVWZZZ1KZBP085046,2010-11-30,2020-12-21,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 6ª serie"", ""versione_orig"": ""Golf 1.6 TDI 5p. Comf. BlueM. Tech.""}"
EF231VM,4d15244f-9946-47b6-ac5d-b83f9e13c1b8,NISSAN,Navara,2.5 dCi (4x4),YD25,VSKCVND40U0406204,2011-01-20,2017-01-31,,"{""marca_orig"": ""Nissan"", ""modello_orig"": ""Navara"", ""versione_orig"": ""2.5 dCi (4x4)""}"
EF235SF,d26b3e90-dccc-4959-a5b2-018e8e3e2a83,HYUNDAI,ix20,ix20 1.4 90 CV Light,G4FA,TMAPU81CABJ020373,2011-02-04,2019-05-07,,"{""marca_orig"": ""HYUNDAI"", ""modello_orig"": ""ix20"", ""versione_orig"": ""ix20 1.4 90 CV Light""}"
EF250EF,9f74884e-5e4e-49d2-8717-67d20a209ee1,OPEL,Corsa,1.3 CDTi,Z13DTJ,WOLOSDL08B6046060,2011-02-23,,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Corsa"", ""versione_orig"": ""1.3 CDTi""}"
EF276ZH,7d30e93a-1867-4758-825e-db30556f6b62,FIAT,Panda 2ª serie,Panda 1.2 Dynamic,169A4000,ZFA16900001729976,2010-11-30,2020-11-17,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Dynamic""}"
EF288ZH,f3607828-9401-4c6f-a8e1-cdfebf351f54,RENAULT,Clio 3ª serie,1.5 dCi (66Kw) SW 5p/d/1461cc,"K9K770,K9K67",VF1KR2H0H44524000,2010-12-03,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Clio 3ª serie"", ""versione_orig"": ""1.5 dCi (66Kw) SW 5p/d/1461cc""}"
EF290YZ,4a3ad0a9-dafe-434e-9e58-bff2e8c6cf19,RENAULT,Kangoo 3ª serie,Kangoo 1.5 dCi 90 CV 5p. Live,"K9KB6,K9K608",VF1KW05B544487538,2011-02-09,2020-02-26,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Kangoo 3ª serie"", ""versione_orig"": ""Kangoo 1.5 dCi 90 CV 5p. Live""}"
EF309HR,38b6f610-1b05-4901-8192-6a99fd7e1aa3,JEEP,Wrangler 3ª serie,Wrangler 2.8 CRD Sport,ENS,1J4HA2D55AL115897,2010-10-26,2022-10-28,,"{""marca_orig"": ""JEEP"", ""modello_orig"": ""Wrangler 3ª serie"", ""versione_orig"": ""Wrangler 2.8 CRD Sport""}"
EF317ZH,59c2eb74-8e4b-4b8d-949d-a34ea9257b69,RENAULT,Clio 3ª serie,1.5 dCi (55Kw) Ber 5p/d/1461cc,"K9K770,K9K67",VF1BR2V0H44446729,2010-12-23,2014-12-12,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Clio 3ª serie"", ""versione_orig"": ""1.5 dCi (55Kw) Ber 5p/d/1461cc""}"
EF321LA,3e377754-472d-4f0a-afde-ea2db3b0e47b,KIA,Sorento 2ª serie,Sorento 2.2 16V CRDI VGT 4WD Active,D4HB,KNAKU814CB5120621,2010-10-21,2022-02-12,,"{""marca_orig"": ""KIA"", ""modello_orig"": ""Sorento 2ª serie"", ""versione_orig"": ""Sorento 2.2 16V CRDI VGT 4WD Active""}"
EF366MZ,080adb12-bdc1-4842-ab21-b610e274df98,AUDI,A4 allroad 1ª serie,A4 allroad 3.0 V6 TDI S tronic,"CCWA,CCW",WAUZZZ8K8BA078026,2011-01-20,2023-01-16,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A4 allroad 1ª serie"", ""versione_orig"": ""A4 allroad 3.0 V6 TDI S tronic""}"
EF397NC,2f5c48c2-4dc3-498b-9c15-e89fe46abab3,AUDI,A5 1ª serie,A5 2.7 V6 TDI multitronic Ambition,"CAM,CAMA",WAUZZZ8T38A029866,2008-02-19,2018-08-03,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A5 1ª serie"", ""versione_orig"": ""A5 2.7 V6 TDI multitronic Ambition""}"
EF428MZ,36ca9906-3303-49c7-a8f0-a5d9465832be,VOLKSWAGEN,Golf 6ª serie,Golf 1.4 5p. United,"CGGA,CGG",WVWZZZ1KZBP100732,2011-01-26,2025-03-15,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 6ª serie"", ""versione_orig"": ""Golf 1.4 5p. United""}"
EF456ZW,58d9bfc4-13bf-42ed-8beb-9a9d529b2b3e,VOLKSWAGEN,Polo,1.2 TDi,CFWA,WVWZZZ6RZBY148350,2010-11-30,2014-11-07,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Polo"", ""versione_orig"": ""1.2 TDi""}"
EF468EB,a645fee5-165d-41ad-912b-6d461b3095c5,MINI,Mini Cabrio   (R57),Mini Cooper D Cabrio,"N47C16U1,N47C16A",WMWZR31060TY05512,2010-12-15,2023-02-01,,"{""marca_orig"": ""MINI"", ""modello_orig"": ""Mini Cabrio   (R57)"", ""versione_orig"": ""Mini Cooper D Cabrio""}"
EF520KA,a3e7d8cb-ffe1-4eea-b471-9535258b96fd,ALFA ROMEO,Giulietta  (2010),Giulietta 2.0 JTDm-2 170 CV Progression,940A4000,ZAR94000007046908,2011-01-07,2019-01-03,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""Giulietta  (2010)"", ""versione_orig"": ""Giulietta 2.0 JTDm-2 170 CV Progression""}"
EF545EB,0bcc8a41-57b5-4633-b24e-6268655781a0,AUDI,A4 4ª serie,A4 Avant 2.0 TDI 120 CV Ambiente,CAGC,WAUZZZ8K3BA013441,2010-12-23,2022-12-29,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A4 4ª serie"", ""versione_orig"": ""A4 Avant 2.0 TDI 120 CV Ambiente""}"
EF580VS,d9cd9920-5655-42ad-af53-45a525f55090,FIAT,QUBO,QUBO 1.3 MJT 95 CV Active,199B1000,ZFA22500000210133,2011-02-23,2023-02-09,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""QUBO"", ""versione_orig"": ""QUBO 1.3 MJT 95 CV Active""}"
EF597WE,414af798-740d-4e2f-82d7-6e91d34c45f0,SKODA,Roomster,1.2 TSI 86 CV Style,"CBZA,CBZ",TMBNM25J7B7008873,2011-03-01,2023-03-02,,"{""marca_orig"": ""SKODA"", ""modello_orig"": ""Roomster"", ""versione_orig"": ""1.2 TSI 86 CV Style""}"
EF609RY,2064cf15-d2e6-49de-af37-027495204d77,FIAT,Grande Punto,Grande Punto 1.3 MJT 75 CV 5p. Actual,199A2000,ZFA19900000727056,2010-11-30,2024-10-28,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Grande Punto"", ""versione_orig"": ""Grande Punto 1.3 MJT 75 CV 5p. Actual""}"
EF671BN,0e8bad14-9010-4887-a250-312b45d0d369,,,,,JMBLNCX2AAU001963,2001-01-12,,,"{""altro"": ""MITSUBISHI LANCER VII 1.5 Bifuel""}"
EF719BF,ef15e601-fa5a-47f6-b792-6f05e9feb1f6,DACIA,Duster 1ª serie,Duster 1.6 110 CV 4x2,"K4MF6,K4MA6,K4M696",UU1HSDAM544137563,2011-01-26,2023-03-06,,"{""marca_orig"": ""DACIA"", ""modello_orig"": ""Duster 1ª serie"", ""versione_orig"": ""Duster 1.6 110 CV 4x2""}"
EF752KH,ddd78f26-82f6-402f-885e-9c43b35c7318,VOLKSWAGEN,Caddy 3ªs. Tour. 2ª,Caddy 2.0 TDI 110CV 4Motion Trend. Maxi,"CFHF,CFH",WV2ZZZ2KZBX286605,2011-04-18,2019-04-23,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Caddy 3ªs. Tour. 2ª"", ""versione_orig"": ""Caddy 2.0 TDI 110CV 4Motion Trend. Maxi""}"
EF760WY,8ddfe93a-cf81-4168-bc36-d6f0d2cda076,PEUGEOT,3008 1ª serie,3008 2.0 HDi 150 CV Outdoor,"RHE,DW10CTED4",VF30URHE8AS302052,2010-11-30,2022-11-08,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""3008 1ª serie"", ""versione_orig"": ""3008 2.0 HDi 150 CV Outdoor""}"
EF762VS,a615dabe-decd-4954-8517-c4af23a16e02,VOLKSWAGEN,Polo 5ª serie,Polo 1.6 TDI 90 CV 5p. Comfortline,"CAYB,CAY",WVWZZZ6RZBY227378,2011-02-28,2022-05-31,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Polo 5ª serie"", ""versione_orig"": ""Polo 1.6 TDI 90 CV 5p. Comfortline""}"
EF806GW,3eabb357-122f-4d12-b328-40ef1c531523,FIAT,Ducato (4ª serie),Ducato 35 3.0 MJT PLM Cabinato Maxi,F1CE0481D,ZFA25000001723760,2011-02-04,2021-02-18,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 35 3.0 MJT PLM Cabinato Maxi"", ""altro"": ""CAMBIO AUTOMATICO""}"
EF864EF,960440cc-9f74-4e09-b7aa-c1158ee38894,OPEL,Vivaro 2ª serie,Vivaro 29 2.0 CDTI PL Combi 9 posti,"M9RL7,M9RE7,M9R780",W0LJ7BHB6BV619619,2011-03-22,2023-04-27,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Vivaro 2ª serie"", ""versione_orig"": ""Vivaro 29 2.0 CDTI PL Combi 9 posti""}"
EF867KG,6c766646-56e0-4b40-9195-4ddbfc9098a1,FIAT,500 (2007-2016),500 1.2 Pop,"M812,169A4000",ZFA31200000591155,2011-02-28,2024-05-28,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""500 1.2 Pop""}"
EF905GZ,7f1d833c-8cb8-48f0-87bf-eb0730e3c3cf,FIAT,Doblò,1.6 JTD Multijet,198A3000,ZFA26300009000832,2010-11-10,2018-11-16,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Doblò"", ""versione_orig"": ""1.6 JTD Multijet""}"
EF905VR,7c5d5e0b-1fe5-4d26-b4cd-7061c686abf5,FIAT,Panda 2ª serie,Panda 1.2 Dynamic,169A4000,ZFA16900001879816,2011-02-08,2023-02-13,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Dynamic""}"
EF960AG,721dd545-2c13-49fa-b57c-5dc3db8548dc,MAZDA,CX-7,CX-7 2.2L MZR CD Sport Tourer,R2,JMZERH9A600222275,2011-02-28,2019-02-20,,"{""marca_orig"": ""MAZDA"", ""modello_orig"": ""CX-7"", ""versione_orig"": ""CX-7 2.2L MZR CD Sport Tourer""}"
EF972GV,1e4242b0-794c-41ec-9f5a-4845a98f0348,VOLKSWAGEN,Polo 5ª serie,Polo 1.4 5p. Comfortline BiFuel,"CMAA,CMA",WVWZZZ6RZBY086172,2010-10-19,2020-08-04,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Polo 5ª serie"", ""versione_orig"": ""Polo 1.4 5p. Comfortline BiFuel""}"
EF979KG,eddcf415-aec8-434c-b0fa-135990adffd2,FIAT,Ducato (4ª serie),,,ZFA25000001946510,2011-03-02,2019-02-26,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)""}"
EF983HX,009d6fc5-5fce-4b06-b473-91af88df1dd4,FORD,Fiesta,1.4 Flexifuel,SPJC,WF0JXXWPJJAM55775,2011-01-25,,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""Fiesta"", ""versione_orig"": ""1.4 Flexifuel""}"
EF986PS,eddf3019-b869-46ab-9e1f-be57bd4cdfe6,AUDI,A4 4ª serie,2.0 TDI FAP (105 Kw) SW 5p/d/1968cc,CAGA,WAUZZZ8K8BA052090,2010-11-04,2016-12-06,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A4 4ª serie"", ""versione_orig"": ""2.0 TDI FAP (105 Kw) SW 5p/d/1968cc""}"
EF992ED,5f045149-a534-48b6-996b-9910b45702c4,MERCEDES-BENZ,Classe A   (W/C169),A 180 CDI Elegance,640940,WDD1690071J830898,2010-04-12,,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Classe A   (W/C169)"", ""versione_orig"": ""A 180 CDI Elegance""}"
EG021FX,5ebb9247-5f2e-4193-b21a-c156313288a5,VOLKSWAGEN,Polo,1.2 TDi,CFWA,WVWZZZ6RZBY258503,2011-04-08,2017-04-28,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Polo"", ""versione_orig"": ""1.2 TDi""}"
EG029LJ,a3e7d8cb-ffe1-4eea-b471-9535258b96fd,ALFA ROMEO,Giulietta  (2010),Giulietta 2.0 JTDm-2 140 CV Progression,940A5000,ZAR94000007031264,2011-01-31,2019-02-15,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""Giulietta  (2010)"", ""versione_orig"": ""Giulietta 2.0 JTDm-2 140 CV Progression""}"
EG055SX,4fe954f8-ce01-40f3-a722-5561c6e72168,FORD,C-Max,1.6 TDCi,T1DA,WFOJXXWPBJBK83307,2012-10-08,2017-06-15,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""C-Max"", ""versione_orig"": ""1.6 TDCi""}"
EG076PC,b1e21285-09f8-4a4d-9fbd-768215673a52,PEUGEOT,Partner 2ª serie,Partner 1.6HDI 90 L1 3p.ti Furg. Aff.,"DV6TED4BU,9HS",VF37B9HSCBJ557972,2011-03-31,2019-03-23,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""Partner 2ª serie"", ""versione_orig"": ""Partner 1.6HDI 90 L1 3p.ti Furg. Aff.""}"
EG081LG,b3c6c424-15ed-4535-85ce-5a613b749087,FORD,Kuga,2.0 TDCi,UKDA,WF0RXXGCDRAR50069,2011-01-13,2015-01-12,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""Kuga"", ""versione_orig"": ""2.0 TDCi""}"
EG097LF,54a0d0ca-cc59-4ac5-ac2b-99263600569c,MERCEDES-BENZ,Classe C   (W/S204),C 200 CDI S.W. BlueEFFICIENCY Classic,651913,WDD2042011F611653,2011-01-04,2019-02-21,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Classe C   (W/S204)"", ""versione_orig"": ""C 200 CDI S.W. BlueEFFICIENCY Classic""}"
EG106GY,9d250483-704b-4c28-bbd9-fae6c4af079f,FIAT,500 (2007-2016),500 0.9 TwinAir Turbo Lounge,312A2000,ZFA31200000749260,2011-09-16,2017-10-02,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""500 0.9 TwinAir Turbo Lounge""}"
EG130HT,cdc47bc2-b807-4e1f-b8d2-af6c74f8346e,BMW,Serie 1 Coupé (E82),120d Coupé Futura,N47D20A,WBAUR11000VM16853,2010-12-29,2018-12-12,,"{""marca_orig"": ""BMW"", ""modello_orig"": ""Serie 1 Coupé (E82)"", ""versione_orig"": ""120d Coupé Futura""}"
EG133RL,c9cc105a-5fca-4f50-b92f-bd6a95e3efd5,OPEL,Astra 4ª serie,Astra 1.7 CDTI 125 CV 5p. Elective,A17DTR,W0LPE6EF1BG127851,2011-05-16,2024-04-22,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Astra 4ª serie"", ""versione_orig"": ""Astra 1.7 CDTI 125 CV 5p. Elective""}"
EG171ZA,d7d9789c-b8f9-4a1b-bc45-85ed06a1e8ea,,,,,,,,,"{""altro"": ""NISSAN QASHQAI""}"
EG203XY,5d86b106-26a6-4c1b-8696-42a6aa33d767,PEUGEOT,207,1.4 VTi 95 CV 5p. X Line,"EP3C,8FS,8FR,8FP",VF3WC8FP0BW031052,2011-07-29,2021-06-26,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""207"", ""versione_orig"": ""1.4 VTi 95 CV 5p. X Line""}"
EG210TP,9bfb466d-a531-4c1a-bc54-8a069d473e0d,CITROËN,C3 2ª serie,1.6 HDi FAP (82Kw) Ber. 5p/d/1560cc,"9HR,DV6C",VF7SC9HR8BW543481,2011-05-13,2015-04-18,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C3 2ª serie"", ""versione_orig"": ""1.6 HDi FAP (82Kw) Ber. 5p/d/1560cc""}"
EG214NY,b07e541f-102c-4ee4-a705-80d2742ef67a,INFINITI,FX,FX30d GT,V9X,JN1TDNS51U0332668,2011-03-24,2019-01-08,,"{""marca_orig"": ""INFINITI"", ""modello_orig"": ""FX"", ""versione_orig"": ""FX30d GT""}"
EG218MS,ddaaedbb-0493-4a2d-8a72-eecbd28b1e6a,AUDI,A5,2.0 TDi,CAGA,WAUZZZ8TXAA060165,2010-03-23,2016-07-09,,"{""marca_orig"": ""Audi"", ""modello_orig"": ""A5"", ""versione_orig"": ""2.0 TDi""}"
EG244MS,1de9e048-c9a2-4d8c-a88f-1f5a01de565f,KIA,Sportage 3ª serie,Sportage 1.7 CRDI 2WD Active,D4FD,U5YPC815ABL049979,2011-05-25,2023-05-26,,"{""marca_orig"": ""KIA"", ""modello_orig"": ""Sportage 3ª serie"", ""versione_orig"": ""Sportage 1.7 CRDI 2WD Active""}"
EG271DK,677fc668-e350-487d-a262-8515b53e50c1,FIAT,500 (2007-2016),500 C 1.3 MJT 95 CV Lounge,199B1000,ZFA31200000555935,2010-12-30,2020-11-10,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""500 C 1.3 MJT 95 CV Lounge""}"
EG301CX,d76c99a0-2058-4f9f-a9eb-6153a37950b4,FORD,Focus 2ª serie,Focus 1.6 TDCi 110 CV SW Tit. DPF,G8DD,WF0SXXGCDSAA65720,2010-12-30,2021-02-15,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Focus 2ª serie"", ""versione_orig"": ""Focus 1.6 TDCi 110 CV SW Tit. DPF""}"
EG430HT,a7229107-a64d-4258-b9f5-e1a9966c1821,VOLKSWAGEN,Golf 6ª serie,Golf 1.2 TSI 5p. Trendline BlueM. Tech.,"CBZB,CBZ",WVWZZZ1KZBP091383,2010-12-16,2022-12-19,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 6ª serie"", ""versione_orig"": ""Golf 1.2 TSI 5p. Trendline BlueM. Tech.""}"
EG460HT,b504acab-59bf-463e-b6e5-2831e1854c55,VOLKSWAGEN,Polo 5ª serie,Polo 1.2 70 CV 5p. Comfortline,"CGPA,CGP",WVWZZZ6RZBY171025,2010-12-29,2019-01-19,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Polo 5ª serie"", ""versione_orig"": ""Polo 1.2 70 CV 5p. Comfortline""}"
EG461XZ,ef4ecffd-497d-45d5-b047-62c7260622fd,VOLKSWAGEN,Golf 6ª serie,Golf 1.6 TDI DPF 5p. Trendline,"CAYC,CAY",WVWZZZ1KZBP062738,2011-10-05,2020-10-16,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 6ª serie"", ""versione_orig"": ""Golf 1.6 TDI DPF 5p. Trendline""}"
EG473LJ,1900772d-acab-483e-81d5-6316e4dce5f9,DACIA,Duster 1ª serie,Duster 1.6 110 CV 4x2,"K4MF6,K4MA6,K4M696",UU1HSDCM545361194,2011-06-07,2019-07-22,,"{""marca_orig"": ""DACIA"", ""modello_orig"": ""Duster 1ª serie"", ""versione_orig"": ""Duster 1.6 110 CV 4x2""}"
EG480VF,4d1aa365-2c10-4728-8642-011772da7b1f,AUDI,A7 1ª serie,A7 SPB 3.0 TDI 204 CV multitronic,"CLAB,CLA",WAUZZZ4G1BN011682,2011-02-23,2021-02-03,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A7 1ª serie"", ""versione_orig"": ""A7 SPB 3.0 TDI 204 CV multitronic""}"
EG488JT,75c33da2-d4ad-414d-b11a-f3876d1b6830,DACIA,Duster 1ª serie,Duster 1.5 dCi 110 CV 4x4 Ambiance,"K9K898,K9KJ8",UU1HSDACN44542700,2011-01-25,2021-05-05,,"{""marca_orig"": ""DACIA"", ""modello_orig"": ""Duster 1ª serie"", ""versione_orig"": ""Duster 1.5 dCi 110 CV 4x4 Ambiance""}"
EG499XY,1085ac62-202c-4fab-a75a-0d0b2ada36ad,VOLKSWAGEN,Golf 6ª serie,Golf 1.6 TDI DPF 5p. Trendline,"CAYC,CAY",WVWZZZ1KZAP170875,2010-06-14,2016-06-23,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 6ª serie"", ""versione_orig"": ""Golf 1.6 TDI DPF 5p. Trendline""}"
EG506DL,60a7a979-ff4c-474d-a38b-483ca8d35dce,FIAT,Ducato (4ª serie),30 2.3 MJT PM-TN FRG 4p/d/2287cc,F1AE0481D,,,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""30 2.3 MJT PM-TN FRG 4p/d/2287cc""}"
EG530XY,a0b39ab0-a990-4312-b0ef-a21d555e0dc2,AUDI,Q5 1ª serie,Q5 2.0 TDI 170 CV quattro S tronic,"CGLB,CGL",WAUZZZ8R5CA014332,2011-09-29,2021-06-28,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""Q5 1ª serie"", ""versione_orig"": ""Q5 2.0 TDI 170 CV quattro S tronic""}"
EG557SN,43bfd1b7-bb29-4174-a1c7-6654c145de5a,FIAT,Fiorino 2ª serie,Fiorino 1.4 8V Furgone Natural Power,350A1000,ZFA22500000145943,2011-05-11,2024-09-02,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Fiorino 2ª serie"", ""versione_orig"": ""Fiorino 1.4 8V Furgone Natural Power""}"
EG582JE,154e9ef5-5562-4c7f-babe-f8d62d355164,RENAULT,Clio 3ª serie,Clio 1.2 5p. Confort,"D4FD7,D4F740",VF1BRCS0H44431204,2011-02-01,2025-07-17,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Clio 3ª serie"", ""versione_orig"": ""Clio 1.2 5p. Confort""}"
EG599PA,d7c1435b-2e41-43ec-b139-638d91fd9b3d,PEUGEOT,308,2.0 HDi,DW10BTED4,VF34BRHF8BS095447,2011-03-30,,,"{""marca_orig"": ""Peugeot"", ""modello_orig"": ""308"", ""versione_orig"": ""2.0 HDi""}"
